record_id,year,state,district,season,crop_type,sowing_date,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare
AGRI-00114,2024,Gujarat,Surat,Kharif,Rice,2024-07-19,BPT-5204,1.83,Drip Irrigated,1024.3,20,38,29.5,83.5,116,6.82,99.5,67.6,23.4,Clay Loam,38.7,6.04,3.1,0.669,3.38
AGRI-00115,2020,Madhya Pradesh,Bhopal,Rabi,Groundnut,2020-12-03,TG-37A,1.79,Irrigated,332,17.4,30.8,23.7,48.8,127,7.58,80.6,27.9,51.4,Loamy,35.8,2.77,3.3,0.738,1.3
AGRI-00116,2023,Maharashtra,Kolhapur,Kharif,Soybean,2023-07-12,JS-335,0.54,Irrigated,850.6,17,32.5,25.7,61.4,122,7.7,89.3,75.9,68.9,Sandy Loam,33.6,2.02,9.6,0.694,1.29
AGRI-00117,2020,Maharashtra,Nashik,Kharif,Soybean,2020-06-05,NRC-37,2.42,Irrigated,1011.5,14.2,31.4,23.1,67.1,119,6.96,102.6,28.3,58.6,Sandy Loam,38.3,1.51,1.3,0.726,1.3
AGRI-00118,2022,Madhya Pradesh,Jabalpur,Rabi,Wheat,2022-12-14,HD-2967,5.44,Drip Irrigated,491.4,5.4,20.6,13,58.6,138,5.77,117.8,69,92.4,Clay Loam,38.3,2.5,1.3,0.465,1.3
AGRI-00119,2023,Gujarat,Banaskantha,Kharif,Soybean,2023-07-22,JS-335,16.72,Rainfed,859.8,18.6,31.9,24.8,70.9,102,5.34,138.7,40.9,11.5,Loamy,30.9,1.44,0.8,0.512,0.68
AGRI-00120,2022,Gujarat,Junagadh,Kharif,Cotton,2022-07-01,Bunny-Bt,6.41,Irrigated,893.8,20.1,33.7,27.1,68.6,174,6.28,60.3,8,65,Black,46.8,2.11,-4.1,0.558,1.3
AGRI-00121,2022,Punjab,Patiala,Rabi,Wheat,2022-11-14,GW-322,3.32,Irrigated,510.9,14.5,27.3,21.9,71.3,150,7.61,116.2,66.4,42.6,Loamy,23.7,3.52,7.9,0.523,2.49
AGRI-00122,2018,Madhya Pradesh,Ujjain,Kharif,Soybean,2018-07-24,NRC-86,0.92,Rainfed,922.3,16.1,31.2,23.1,68.4,104,6.24,25,65.2,57.1,Loamy,25.2,1.54,4.5,0.517,0.9
AGRI-00123,2024,Karnataka,Mysuru,Rabi,Wheat,2024-10-16,HD-3086,7.8,Drip Irrigated,435.1,19.7,37.7,27.5,77.4,137,6.38,73.7,79.3,81.9,Clay Loam,41.1,3.41,-8.7,0.645,1.53
AGRI-00124,2020,Maharashtra,Kolhapur,Kharif,Maize,2020-07-18,P-3396,2.61,Rainfed,392.7,17,27.8,22,81.3,98,6.45,56.3,18.8,56.4,Loamy,30,4.15,-5.4,0.397,1.49
AGRI-00125,2018,Madhya Pradesh,Bhopal,Rabi,Wheat,2018-11-28,GW-322,1.45,Rainfed,360.1,9,23.6,16.8,61.2,136,6.53,80.8,75.8,57.8,Clay Loam,24.6,3.71,15.7,0.594,2.5
AGRI-00126,2018,Gujarat,Kheda,Rabi,Wheat,2018-11-11,HD-2967,0.5,Irrigated,445.2,12.5,22.9,17.8,55,135,6.83,92.1,36.3,58.6,Clay Loam,40.9,3.62,-3.5,0.647,2.41
AGRI-00127,2021,Gujarat,Ahmedabad,Rabi,Maize,2021-10-27,P-3396,20.37,Drip Irrigated,512.2,16.4,32.2,25.2,43.8,105,6.69,152.5,51.8,34,Silty Loam,32.1,3.46,-0.3,0.617,2.73
AGRI-00128,2021,Karnataka,Kalaburagi,Rabi,Wheat,2021-12-06,GW-322,0.85,Rainfed,180,10.3,28,19.1,78.8,132,7.16,110,89.1,63.4,Clay Loam,19.9,3.3,9.3,0.657,1.37
AGRI-00129,2019,Karnataka,Mysuru,Kharif,Groundnut,2019-06-04,GG-20,4.76,Drip Irrigated,658.5,14.5,28.1,22.3,72.2,135,6.66,137,47.8,81.2,Red Loam,34.4,2.58,7.2,0.799,2.07
AGRI-00130,2025,Karnataka,Mandya,Rabi,Wheat,2025-11-17,HD-3086,2.8,Drip Irrigated,417.3,11,25.4,19.2,61.1,135,6.06,51.4,57.3,58.8,Clay Loam,41.4,3.2,2.5,0.595,2.58
AGRI-00131,2019,Maharashtra,Jalgaon,Rabi,Groundnut,2019-12-12,Kadiri-6,0.9,Rainfed,1221.4,15,27.5,22.1,52.5,106,6.35,71.6,80.9,103.4,Red Loam,31.1,2.89,5.2,0.873,0.91
AGRI-00132,2019,Rajasthan,Jaipur,Kharif,Rice,2019-07-12,BPT-5204,12.16,Irrigated,1246,21.2,37.3,28.8,98,145,6.49,115.8,34.6,32.6,Clay,48.4,5.24,12.1,0.65,2.78
AGRI-00133,2025,Karnataka,Mandya,Kharif,Soybean,2025-06-07,NRC-37,12.89,Irrigated,944.1,22.5,38.6,28.8,51.9,98,7.15,77.3,51.4,50.7,Sandy Loam,43.3,1.96,4.7,0.629,1.17
AGRI-00134,2021,Punjab,Bathinda,Kharif,Rice,2021-06-05,BPT-5204,0.77,Rainfed,1271.7,21.5,36.6,27.2,55.7,132,5.97,174.7,32.3,86.8,Clay Loam,36.2,3.48,-14.3,0.71,2.06
AGRI-00135,2024,Maharashtra,Nashik,Kharif,Rice,2024-06-23,Pusa-44,2.99,Irrigated,1421.7,19.1,33.1,24.6,72,124,6.55,149.1,27.2,26.5,Clay Loam,50.8,5.78,11.3,0.599,3.12
AGRI-00136,2018,Gujarat,Surat,Kharif,Rice,2018-06-13,Pusa-44,2.73,Rainfed,1077.7,20.3,39.8,29.4,80.2,128,6.44,96.5,48.3,11.7,Clay Loam,37.3,3.94,6.1,0.471,2.71
AGRI-00137,2023,Karnataka,Dharwad,Kharif,Rice,2023-07-16,Swarna,2.3,Drip Irrigated,1202,16.7,33.7,25.9,85.4,138,5.26,149.1,55,92.3,Clay,45.6,3.91,14,0.719,3.45
AGRI-00138,2025,Maharashtra,Nagpur,Kharif,Rice,2025-07-09,Swarna,3.64,Rainfed,1332,20.1,34.3,25.9,75.1,132,7.88,95.5,62.7,8,Clay,20.5,3.42,-2,0.586,1.23
AGRI-00139,2024,Punjab,Amritsar,Kharif,Cotton,2024-07-15,RCH-2,4.68,Rainfed,783,15.4,34,24.8,59.7,180,6.99,59.7,49.7,58.6,Alluvial,32.4,1.65,5,0.658,1.38
AGRI-00140,2025,Madhya Pradesh,Ujjain,Kharif,Rice,2025-07-24,BPT-5204,21.74,Rainfed,1201.1,15.1,31.6,24.3,73,120,7.04,36,94.6,53.2,Silty Loam,32.5,3.6,1.8,0.679,2.52
AGRI-00141,2018,Punjab,Jalandhar,Rabi,Groundnut,2018-12-14,GG-20,12.64,Irrigated,537,17.2,31.6,22.8,38.7,109,6.7,109.9,28.6,62.2,Sandy Loam,33.8,3.41,8.5,0.757,1.55
AGRI-00142,2021,Maharashtra,Nagpur,Rabi,Maize,2021-11-14,HQPM-1,2.47,Rainfed,821,17.6,31.9,23.8,74.6,110,6.65,147.3,89.1,77.6,Silty Loam,37.7,5.23,3.8,0.454,2.71
AGRI-00143,2017,Karnataka,Dharwad,Rabi,Maize,2017-10-19,HQPM-1,3.15,Rainfed,652.2,12.9,28.2,21.7,63.5,122,5.93,62.7,58.7,76.3,Loamy,27,5.36,6.7,0.667,3.23
AGRI-00144,2020,Madhya Pradesh,Indore,Kharif,Soybean,2020-06-10,NRC-86,20.27,Rainfed,769.6,18.6,30.9,24.6,62.5,115,7.12,111.4,65.2,49.1,Loamy,37,1.52,3.5,0.698,1.21
AGRI-00145,2021,Maharashtra,Kolhapur,Kharif,Maize,2021-06-12,P-3396,4.02,Irrigated,578,14.3,28.1,20.8,61.9,126,6.61,111.4,31.8,9.9,Sandy Loam,42.2,5.2,3.4,0.565,3.22
AGRI-00146,2025,Rajasthan,Udaipur,Kharif,Soybean,2025-07-04,NRC-86,3.69,Rainfed,1149.7,18.6,30.4,25,62.8,118,5.62,93.2,30.4,72.4,Loamy,29.3,1.53,-1.3,0.544,0.61
AGRI-00147,2017,Punjab,Bathinda,Kharif,Rice,2017-07-06,Swarna,3.25,Irrigated,818.5,25.2,39.9,30.4,65.4,117,6.86,135.7,86.6,65.4,Clay Loam,57.3,3.66,-0.4,0.782,2.46
AGRI-00148,2024,Karnataka,Mysuru,Rabi,Wheat,2024-12-08,GW-322,1.36,Drip Irrigated,617.8,11.3,27.6,19,56.2,143,7.4,70.4,65.1,98.9,Clay Loam,52.1,3.72,10.6,0.645,2.36
AGRI-00149,2024,Gujarat,Kheda,Kharif,Cotton,2024-07-12,RCH-2,2.89,Irrigated,704.7,23,37.7,29.2,57.3,170,6.93,105.2,47.6,42.8,Black,40.3,2.46,9.3,0.615,1.66
AGRI-00150,2024,Maharashtra,Nashik,Kharif,Soybean,2024-07-27,JS-335,0.74,Rainfed,854.3,11.4,27.2,20,69.5,99,6.76,85,45.2,67.4,Black,38,2.21,6.6,0.486,1.08
AGRI-00151,2019,Karnataka,Kalaburagi,Kharif,Soybean,2019-07-02,NRC-37,4.01,Irrigated,720.1,28,43.3,33.3,59.7,102,7.19,137.2,47.9,48.4,Black,35,1.7,12.4,0.576,1.07
AGRI-00152,2017,Punjab,Bathinda,Kharif,Cotton,2017-06-07,RCH-2,0.68,Irrigated,672.7,22.8,37.4,28.6,59.1,190,6.9,137.5,47.7,71.1,Sandy Loam,31.6,2.98,-0.6,0.57,1.7
AGRI-00153,2023,Madhya Pradesh,Ujjain,Kharif,Cotton,2023-07-04,Bunny-Bt,0.9,Rainfed,782.2,20.9,34.4,26.5,54.5,157,7.2,59.4,56.4,50.2,Alluvial,35.8,1.9,1.7,0.498,1.07
AGRI-00154,2023,Gujarat,Kheda,Rabi,Wheat,2023-10-22,HD-2967,1.45,Irrigated,432.2,17.2,32.8,23.8,45.2,125,6.47,107.3,68.8,98.4,Loamy,34.2,3.94,9.3,0.869,3.26
AGRI-00155,2017,Rajasthan,Kota,Kharif,Maize,2017-07-25,DHM-117,3.46,Rainfed,763.4,14,31.6,22.9,58.7,101,6.25,118.6,29.6,36.4,Loamy,29.7,4.15,8.5,0.676,3.5
AGRI-00156,2018,Rajasthan,Jodhpur,Rabi,Groundnut,2018-11-26,TG-37A,1.18,Irrigated,797.8,18.5,36.6,27.2,67.4,108,7.37,100.4,47.5,37.4,Sandy Loam,32.2,1.95,-0.9,0.875,1.66
AGRI-00157,2021,Punjab,Patiala,Kharif,Groundnut,2021-07-27,TG-37A,3.74,Rainfed,528,16.2,31.9,23.5,47.4,122,5.87,124.2,79.6,89.8,Loamy,19.2,2.19,7.8,0.571,1.4
AGRI-00158,2022,Madhya Pradesh,Ujjain,Rabi,Wheat,2022-12-06,HD-3086,1.56,Rainfed,658.9,14.5,29.8,21.5,56.6,117,6.9,87.3,61.5,37.4,Loamy,26.9,3.62,-12.9,0.593,2.07
AGRI-00159,2025,Punjab,Jalandhar,Rabi,Wheat,2025-11-03,GW-322,4.59,Rainfed,641.7,20.5,31.8,25.8,56.8,131,6.4,147.7,89.8,71.4,Loamy,32.4,3.11,0.7,0.491,2.26
AGRI-00160,2017,Maharashtra,Jalgaon,Rabi,Wheat,2017-11-27,HD-2967,1.53,Irrigated,514.9,8.7,23.1,18.1,54.3,138,7.25,146.3,38.3,28.9,Clay Loam,41.1,3.87,10.9,0.719,2.93
AGRI-00161,2018,Karnataka,Kalaburagi,Rabi,Groundnut,2018-11-11,Kadiri-6,0.64,Rainfed,738.6,18,33,23.5,45.7,131,6.43,126.8,65.9,47.8,Red Loam,42.9,2.59,3.3,0.647,1.64
AGRI-00162,2020,Gujarat,Junagadh,Kharif,Rice,2020-06-26,BPT-5204,0.53,Irrigated,1602.2,21.5,34.2,27.4,80.4,147,6.41,44.1,50.5,92.5,Clay,36.5,3.35,-2,0.881,2.69
AGRI-00163,2024,Karnataka,Belagavi,Rabi,Maize,2024-11-07,P-3396,0.57,Rainfed,787,15.1,28.2,21.7,74,97,6.94,130.4,52.9,72.1,Sandy Loam,24,4.21,12.9,0.592,3.93
AGRI-00164,2018,Madhya Pradesh,Jabalpur,Kharif,Cotton,2018-07-13,Bunny-Bt,0.62,Rainfed,759.1,19.8,32.4,26.8,56.7,153,7.13,89.1,47.6,12.9,Alluvial,31.4,1.61,9.3,0.62,1.47
AGRI-00165,2019,Madhya Pradesh,Bhopal,Kharif,Cotton,2019-06-15,RCH-2,6.43,Rainfed,944.7,20.7,33.3,26.9,58.4,178,6.84,147.4,77.3,38.2,Alluvial,37.4,1.63,4.3,0.636,1.26
AGRI-00166,2021,Madhya Pradesh,Indore,Kharif,Rice,2021-07-08,BPT-5204,7.61,Rainfed,893,21.9,36.8,28.9,88.4,111,5.43,187.1,60,19.5,Clay Loam,26.6,5.18,2.5,0.635,3.33
AGRI-00167,2023,Punjab,Bathinda,Rabi,Wheat,2023-10-19,GW-322,1.08,Rainfed,251.2,14.8,32.2,24,47.6,150,7.44,100.8,42.7,32,Loamy,31,3.12,-3.6,0.717,1.87
AGRI-00168,2022,Madhya Pradesh,Jabalpur,Kharif,Rice,2022-07-24,Pusa-44,15.93,Rainfed,1077.4,23.7,37,30.2,77.1,123,7.5,54.8,51.5,115.6,Clay,35,4.75,2.1,0.646,2.19
AGRI-00169,2019,Madhya Pradesh,Sagar,Kharif,Rice,2019-06-04,Swarna,8.73,Irrigated,1040.8,21,36.3,26.2,73.1,142,6.33,103.3,54.3,72.6,Clay Loam,47.8,3.52,3.5,0.691,3.02
AGRI-00170,2017,Karnataka,Kalaburagi,Kharif,Groundnut,2017-07-25,GG-20,17.96,Irrigated,254.2,19.3,37,27.9,55.9,131,7.16,56.6,35.9,53.3,Red Loam,40.7,2.25,-15.7,0.557,0.75
AGRI-00171,2019,Karnataka,Kalaburagi,Kharif,Groundnut,2019-07-10,GG-20,13.29,Rainfed,718.5,20.2,38.6,29.2,46.3,123,7.25,88,78.1,56.9,Sandy Loam,18.5,2.29,9.1,0.555,1.2
AGRI-00172,2021,Maharashtra,Nashik,Kharif,Soybean,2021-06-21,NRC-86,13.63,Drip Irrigated,990,15.7,33,24.8,60.9,102,6.55,82.6,41.5,17,Loamy,51.2,1.82,8.5,0.643,1.21
AGRI-00173,2024,Madhya Pradesh,Indore,Kharif,Groundnut,2024-06-17,TG-37A,8.15,Irrigated,379.1,17.6,31,24.9,49,122,7.59,99.8,67.9,85.2,Red Loam,44.4,1.89,13.7,0.77,1.63
AGRI-00174,2019,Maharashtra,Nashik,Rabi,Wheat,2019-11-01,GW-322,1.89,Irrigated,180,12.8,27.6,18.9,55.7,115,7.2,120.3,64,88.7,Clay Loam,54.3,2.36,-5.5,0.707,1.51
AGRI-00175,2017,Madhya Pradesh,Ujjain,Kharif,Cotton,2017-07-24,Bt-Cotton,9.63,Irrigated,697.6,23.9,38.7,32.3,54.8,161,7.02,101.2,53.5,30.2,Alluvial,31.1,3.03,7.3,0.774,1.69
AGRI-00176,2025,Gujarat,Ahmedabad,Rabi,Wheat,2025-11-07,HD-2967,5.2,Drip Irrigated,624.6,14.7,29.6,20.1,62.8,141,5.58,96.1,47.6,50.8,Clay Loam,30.5,2.5,7.3,0.724,1.99
AGRI-00177,2019,Gujarat,Kheda,Rabi,Wheat,2019-11-19,HD-2967,1.53,Drip Irrigated,450.8,16.9,30.5,22.3,43.6,131,5.59,126.2,33.6,51,Loamy,35,4.18,1.3,0.545,2.13
AGRI-00178,2017,Rajasthan,Bikaner,Kharif,Soybean,2017-06-14,NRC-86,1.13,Drip Irrigated,938.2,16.4,33.7,24.3,55.5,101,6.56,94.6,88.6,61.3,Sandy Loam,39.6,1.44,1.2,0.623,1.25
AGRI-00179,2017,Gujarat,Ahmedabad,Kharif,Cotton,2017-06-03,RCH-2,6.3,Rainfed,1095,21.5,35.2,30,62.9,175,7.26,83,52.1,9.3,Black,44.3,2.25,5.5,0.613,1.05
AGRI-00180,2021,Maharashtra,Jalgaon,Kharif,Cotton,2021-06-03,Bt-Cotton,7.37,Irrigated,850.1,22.9,36.5,28,65.1,169,7.7,65.7,70.9,59.5,Alluvial,38.2,2.14,9.8,0.531,1.55
AGRI-00181,2020,Rajasthan,Kota,Rabi,Maize,2020-12-12,DHM-117,0.84,Irrigated,728.5,18.1,33.4,25.1,63.8,98,6.36,93.4,73.6,40.4,Loamy,36.2,3.28,-0.5,0.492,2.81
AGRI-00182,2018,Rajasthan,Bikaner,Kharif,Soybean,2018-06-19,NRC-37,0.96,Rainfed,662.9,17,32.6,25,82.6,98,5.91,67.1,52.7,64.8,Sandy Loam,25.5,1.75,-2.4,0.413,0.76
AGRI-00183,2022,Punjab,Bathinda,Rabi,Maize,2022-11-21,HQPM-1,4.22,Rainfed,715.6,16.3,30.7,22.1,58.9,107,7.84,130.6,94.7,70.1,Loamy,30.1,4.66,-7.6,0.709,2.63
AGRI-00184,2019,Gujarat,Surat,Kharif,Maize,2019-07-25,HQPM-1,2.82,Irrigated,617.6,17.3,34.2,25,72.1,127,6.67,114.3,49.7,90.2,Silty Loam,39.3,4.48,-4.8,0.758,3.29
AGRI-00185,2024,Maharashtra,Pune,Kharif,Groundnut,2024-06-06,TG-37A,0.41,Irrigated,738.9,16.3,31.5,22.8,73.1,125,6.68,124.7,87.7,58.4,Loamy,29.1,2.77,5.9,0.768,1.82
AGRI-00186,2018,Maharashtra,Nagpur,Kharif,Maize,2018-06-30,DHM-117,9.64,Rainfed,955.4,14.8,28.8,23.3,72.9,108,5.78,124.8,73.6,42.8,Sandy Loam,31,5.06,-5.4,0.615,2.62
AGRI-00187,2019,Karnataka,Belagavi,Kharif,Cotton,2019-07-25,Bt-Cotton,0.52,Irrigated,686.8,24.6,38.8,30.1,67.6,156,6.09,52.4,74,44.7,Alluvial,20.9,2.2,11.2,0.615,1.27
AGRI-00188,2025,Rajasthan,Bikaner,Rabi,Wheat,2025-10-18,HD-3086,5.66,Irrigated,416.1,15,28,22,48.3,137,6.22,108.5,24.2,35.5,Clay Loam,36.6,3.64,3.7,0.756,2.91
AGRI-00189,2022,Rajasthan,Udaipur,Rabi,Maize,2022-11-12,HQPM-1,3.8,Rainfed,727.4,25,39.3,30.1,51.6,114,7.49,81.8,23.9,32.6,Silty Loam,24,4.03,6.6,0.546,2.68
AGRI-00190,2017,Gujarat,Kheda,Kharif,Soybean,2017-07-01,NRC-37,1.11,Rainfed,906.6,16.6,34.6,26,77.3,107,6.6,108.2,49.8,73.6,Black,16.1,1.64,0.1,0.626,0.84
AGRI-00191,2018,Rajasthan,Bikaner,Kharif,Groundnut,2018-07-24,GG-20,0.79,Irrigated,720.9,22.5,41.1,31,67.1,138,6.75,107.7,18.5,34.8,Loamy,43.3,2.12,6.3,0.802,1.68
AGRI-00192,2024,Maharashtra,Kolhapur,Rabi,Wheat,2024-12-06,GW-322,6.28,Drip Irrigated,344.2,13.8,29.1,23,46.7,134,6,121,64.5,33.4,Clay Loam,31.3,3.33,7,0.761,2.75
AGRI-00193,2023,Madhya Pradesh,Indore,Kharif,Rice,2023-07-03,BPT-5204,0.8,Rainfed,1133.3,19.6,32.3,25.9,61,115,7.15,135.7,91.1,8,Clay Loam,33.4,4.37,-2.9,0.512,2.25
AGRI-00194,2024,Punjab,Patiala,Kharif,Cotton,2024-06-20,Bunny-Bt,4.13,Drip Irrigated,360,19.4,37.9,28.7,54.9,179,7.16,163.4,75.5,44.2,Alluvial,31.4,2.12,-3.8,0.492,1.15
AGRI-00195,2023,Rajasthan,Bikaner,Rabi,Wheat,2023-12-08,HD-3086,1.39,Irrigated,516.9,16.5,30.8,23.9,56.5,118,6.17,113.2,37.6,58.2,Clay Loam,36.6,3.09,13.3,0.629,2.8
AGRI-00196,2024,Karnataka,Mandya,Kharif,Cotton,2024-07-06,RCH-2,2.37,Drip Irrigated,629,25,37.3,30.5,54.5,170,6.89,63.1,60,21.1,Black,32.9,1.91,2.7,0.408,1.21
AGRI-00197,2022,Madhya Pradesh,Bhopal,Kharif,Soybean,2022-07-23,NRC-86,21.27,Drip Irrigated,757.8,16,30.9,23.9,71.2,106,6.06,86.3,46.5,56.9,Sandy Loam,45.8,2.15,10,0.664,1.44
AGRI-00198,2023,Karnataka,Mysuru,Rabi,Wheat,2023-12-12,GW-322,8.89,Irrigated,1000.1,13.2,27.6,21.4,53,131,6.39,69.7,54.7,98.3,Loamy,37.6,4.54,1.2,0.779,1.3
AGRI-00199,2025,Gujarat,Junagadh,Kharif,Maize,2025-06-06,HQPM-1,12.18,Rainfed,698,22.4,36.5,30.5,65.9,122,7.01,129.3,48.6,37.8,Sandy Loam,20.2,6.18,3,0.464,2.42
AGRI-00200,2018,Karnataka,Mandya,Kharif,Rice,2018-07-02,Swarna,0.52,Rainfed,1055.6,19.5,34.7,28.6,87.5,110,5.62,72.2,48.5,80.8,Clay,27.9,3.59,3.6,0.496,2.38
AGRI-00201,2025,Gujarat,Junagadh,Rabi,Wheat,2025-10-28,GW-322,6.66,Rainfed,359.4,11.7,25.5,19.8,57.4,137,6.41,74.1,49.8,75.7,Loamy,30.7,3.59,2.6,0.891,2.68
AGRI-00202,2020,Madhya Pradesh,Indore,Kharif,Groundnut,2020-06-05,TG-37A,10.66,Rainfed,676.7,21.1,34.8,26.8,53,134,6.42,137.7,54,37.5,Loamy,30.3,1.5,3.6,0.578,1.34
AGRI-00203,2023,Maharashtra,Kolhapur,Rabi,Wheat,2023-12-13,HD-3086,0.52,Rainfed,456.8,10.4,27.8,19.6,64.5,127,6.8,128.9,43.8,94.9,Loamy,22.9,2.74,-1,0.539,2.16
AGRI-00204,2017,Rajasthan,Jaipur,Rabi,Groundnut,2017-11-20,Kadiri-6,16.1,Rainfed,726.9,22.4,37.4,29.1,42.6,103,6.07,130.9,74.8,95.7,Sandy Loam,47.5,1.64,-1.9,0.477,1.37
AGRI-00205,2024,Madhya Pradesh,Bhopal,Rabi,Maize,2024-12-05,HQPM-1,8.89,Rainfed,857.2,17.9,34.8,25.5,52.7,115,6.01,32,68.3,88.1,Silty Loam,16.7,6.63,10.5,0.575,2.5
AGRI-00206,2023,Maharashtra,Nagpur,Rabi,Wheat,2023-12-14,GW-322,0.81,Irrigated,750,14.4,30.6,21.8,67.8,132,7.29,124.9,47.1,84,Clay Loam,38.2,3.78,1.6,0.743,2.43
AGRI-00207,2021,Karnataka,Dharwad,Kharif,Rice,2021-06-02,Pusa-44,9.66,Rainfed,1296.8,21.5,35.4,27.5,72.9,140,6.37,91.9,73.5,64.5,Clay,33.9,5.21,3.3,0.684,3.12
AGRI-00208,2017,Madhya Pradesh,Indore,Kharif,Soybean,2017-07-30,JS-335,11.87,Irrigated,967.2,14.2,31.3,23.1,67,99,7.07,49.5,40.9,92.7,Black,44.5,2.29,2.6,0.629,1.3
AGRI-00209,2022,Karnataka,Mysuru,Kharif,Maize,2022-06-30,P-3396,1.48,Rainfed,796.9,13.9,32.1,23.2,54,120,6.59,119.3,74.3,76.5,Silty Loam,32.5,4.24,10.4,0.536,2.91
AGRI-00210,2022,Madhya Pradesh,Bhopal,Rabi,Wheat,2022-10-25,HD-2967,1.5,Drip Irrigated,612.9,15,31.1,22.3,69.9,121,7.08,107.8,62.7,41.8,Clay Loam,53.3,3.6,-2.4,0.81,2.49
AGRI-00211,2022,Maharashtra,Kolhapur,Rabi,Wheat,2022-11-07,GW-322,4.76,Irrigated,318.7,12.5,27.5,19.7,57.4,145,7.78,69.8,32.4,57,Loamy,43.6,2.96,-1.8,0.883,2.09
AGRI-00212,2021,Rajasthan,Kota,Kharif,Maize,2021-06-11,HQPM-1,3.56,Irrigated,913,25.2,40,30.2,59.3,100,6.3,144,64,55.6,Loamy,50.2,3.01,19.6,0.66,3.79
AGRI-00213,2018,Maharashtra,Nashik,Kharif,Cotton,2018-07-24,RCH-2,0.51,Irrigated,520.5,23.2,42.5,32.6,65.2,162,7.31,91.8,47.3,53.8,Alluvial,37.6,2.59,-0.6,0.67,1.58
AGRI-00214,2021,Rajasthan,Jaipur,Kharif,Groundnut,2021-06-17,Kadiri-6,11.95,Irrigated,627.2,17.2,31.6,24.3,58.6,124,6.16,71.5,50.1,66.6,Loamy,34.5,2.91,-2.4,0.681,1.79
AGRI-00215,2024,Maharashtra,Pune,Rabi,Maize,2024-11-08,DHM-117,12.74,Rainfed,1016.3,11.5,29,19.1,68.1,111,6.28,89.6,55.7,45.4,Silty Loam,36.7,4.58,-0.6,0.614,2.45
AGRI-00216,2017,Gujarat,Junagadh,Kharif,Cotton,2017-06-25,RCH-2,2.53,Rainfed,642.9,17.2,31.1,24,57.7,167,6.63,105.8,36.7,57.2,Black,37.4,2.45,-3.9,0.59,1.29
AGRI-00217,2022,Karnataka,Belagavi,Kharif,Groundnut,2022-07-17,GG-20,0.68,Irrigated,546.9,16.7,27.9,22.7,57.7,102,5.84,122.5,62.8,49.1,Red Loam,32.8,1.85,2.5,0.77,1.6
AGRI-00218,2022,Karnataka,Kalaburagi,Kharif,Rice,2022-06-22,Swarna,0.51,Rainfed,1239,23,35.1,29.6,70.6,125,6.38,133.5,48.4,77.3,Clay Loam,38.4,3.85,-5.9,0.692,2.67
AGRI-00219,2018,Rajasthan,Bikaner,Kharif,Groundnut,2018-06-09,GG-20,3.48,Rainfed,472,15.6,30.3,23.5,58.1,128,6.51,101.3,41.2,65.9,Red Loam,26.6,2.08,3.9,0.71,1.47
AGRI-00220,2025,Gujarat,Surat,Kharif,Rice,2025-06-27,Swarna,1.87,Irrigated,1202.6,20.4,38.1,29.7,81.4,133,6,98.3,39.2,64.7,Silty Loam,37.2,4.7,16.9,0.693,3.46
AGRI-00221,2024,Punjab,Bathinda,Rabi,Wheat,2024-11-24,GW-322,4.19,Rainfed,461.3,13.4,25.4,20.3,57.6,136,6.52,88.4,50.4,110.2,Clay Loam,28.2,3.85,6.4,0.643,2.62
AGRI-00222,2018,Punjab,Jalandhar,Rabi,Groundnut,2018-12-05,GG-20,3.26,Rainfed,266.1,19.2,36.5,26.8,56.3,134,6.52,114.9,45.2,9,Sandy Loam,18.5,1.72,-0.7,0.595,0.81
AGRI-00223,2023,Maharashtra,Jalgaon,Kharif,Soybean,2023-06-14,JS-335,11.68,Drip Irrigated,529,17.4,33.9,24.4,77.4,105,6.88,125.8,95.3,65.3,Sandy Loam,40.5,1.6,-9.9,0.757,1.26
AGRI-00224,2022,Punjab,Patiala,Kharif,Rice,2022-06-05,Swarna,0.51,Rainfed,1204.6,25.3,42.3,33.5,70.8,124,7.56,119.3,48,107.8,Clay,39.8,5.08,-9.4,0.623,1.81
AGRI-00225,2019,Punjab,Patiala,Rabi,Groundnut,2019-12-10,Kadiri-6,22.44,Rainfed,815.7,19.3,34.8,28.1,56.2,135,7.54,142.2,32.6,37.8,Sandy Loam,33.7,2.17,-6.3,0.702,1.41
AGRI-00226,2021,Madhya Pradesh,Jabalpur,Kharif,Maize,2021-06-10,HQPM-1,0.96,Rainfed,840.8,17.9,32.8,26.4,46.5,104,6.47,118.9,25,20.9,Sandy Loam,22.5,5.01,12.5,0.571,2.45
AGRI-00227,2023,Punjab,Bathinda,Kharif,Rice,2023-07-13,BPT-5204,0.63,Drip Irrigated,1111.8,21.3,35.1,26.6,58.2,121,6.76,91,62.4,51.8,Clay Loam,33.8,4.4,0.5,0.625,2.71
AGRI-00228,2024,Gujarat,Junagadh,Kharif,Groundnut,2024-06-02,TG-37A,1.17,Rainfed,930.7,20.6,35.9,25.7,52.3,118,6.53,118.9,64.6,91.6,Sandy Loam,34.6,3.08,-4.9,0.578,1.2
