year,state,district,season,crop_type,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare,sowing_year,sowing_month,sowing_day,sowing_day_of_year,temperature_range_c,rainfall_per_day,total_npk_kg_ha,np_ratio,kn_ratio
2018,Maharashtra,Pune,Kharif,Groundnut,Kadiri-6,6.27,Rainfed,832.5,18.5,35.8,25.5,77.0,124,6.25,145.2,65.3,48.0,Sandy Loam,17.6,2.05,5.4,0.576,0.94,2018,7,13,194,17.299999999999997,6.713709677419355,258.5,2.223583460949464,0.3305785123966942
2021,Karnataka,Mysuru,Rabi,Maize,DHM-117,11.13,Irrigated,400.0,17.2,36.5,26.3,45.5,114,6.94,141.1,27.2,45.7,Loamy,32.5,4.73,-3.1,0.737,2.86,2021,11,19,323,19.3,3.508771929824561,214.0,5.1875,0.32388377037562016
2020,Madhya Pradesh,Sagar,Kharif,Groundnut,TG-37A,2.84,Irrigated,726.0,21.8,33.1,28.0,70.3,130,7.0,144.4,71.5,40.7,Red Loam,33.1,2.27,8.4,0.605,2.07,2020,6,9,161,11.3,5.584615384615384,256.6,2.0195804195804197,0.2818559556786704
2020,Punjab,Ludhiana,Kharif,Soybean,JS-335,16.58,Irrigated,359.5,11.8,30.9,20.6,75.8,104,6.48,100.8,79.5,12.4,Black,18.5,1.24,9.6,0.798,0.77,2020,6,3,155,19.099999999999998,3.456730769230769,192.70000000000002,1.2679245283018867,0.12301587301587302
2024,Madhya Pradesh,Jabalpur,Kharif,Soybean,JS-335,8.59,Irrigated,672.1,21.2,33.5,27.5,55.9,98,5.77,117.2,59.4,36.3,Black,28.7,2.24,8.0,0.785,1.4,2024,6,12,164,12.3,6.858163265306123,212.89999999999998,1.9730639730639732,0.30972696245733783
2019,Punjab,Amritsar,Rabi,Maize,P-3396,9.93,Rainfed,979.0,16.9,31.8,24.5,57.7,128,6.97,139.1,40.2,61.7,Silty Loam,26.4,4.08,0.6,0.824,3.16,2019,10,29,302,14.900000000000002,7.6484375,241.0,3.460199004975124,0.4435657800143782
2018,Punjab,Bathinda,Kharif,Cotton,RCH-2,1.86,Irrigated,605.5,16.6,28.4,21.7,60.3,169,6.03,96.9,30.0,39.7,Black,44.4,2.74,7.8,0.425,1.35,2018,7,4,185,11.799999999999997,3.5828402366863905,166.60000000000002,3.23,0.40970072239422084
2018,Punjab,Bathinda,Kharif,Soybean,NRC-37,0.6,Rainfed,553.4,16.6,32.1,26.1,58.1,106,5.96,132.8,43.1,62.2,Sandy Loam,9.0,0.95,-3.5,0.487,0.51,2018,7,30,211,15.5,5.220754716981132,238.10000000000002,3.0812064965197217,0.4683734939759036
2019,Rajasthan,Kota,Rabi,Maize,P-3396,11.12,Rainfed,884.0,21.1,39.8,29.5,52.1,106,6.52,89.6,94.6,66.1,Sandy Loam,29.0,3.89,-2.7,0.606,2.59,2019,11,30,334,18.699999999999996,8.339622641509434,250.29999999999998,0.9471458773784355,0.7377232142857143
2025,Madhya Pradesh,Bhopal,Kharif,Soybean,JS-335,14.93,Rainfed,765.8,18.4,31.8,26.5,72.1,112,6.76,64.3,24.0,64.2,Black,51.3,2.08,-8.9,0.618,0.86,2025,6,24,175,13.400000000000002,6.8374999999999995,152.5,2.6791666666666667,0.9984447900466564
2018,Madhya Pradesh,Ujjain,Kharif,Rice,Pusa-44,15.41,Drip Irrigated,778.9,19.3,34.6,26.0,79.9,119,6.29,79.6,59.8,80.1,Clay Loam,48.4,3.96,1.7,0.698,3.03,2018,7,27,208,15.3,6.545378151260504,219.49999999999997,1.3311036789297659,1.006281407035176
2024,Maharashtra,Jalgaon,Rabi,Groundnut,Kadiri-6,0.66,Rainfed,539.1,21.2,38.4,28.9,50.1,109,6.8,46.8,57.3,88.9,Sandy Loam,17.2,1.61,8.7,0.68,1.14,2024,11,21,326,17.2,4.945871559633027,193.0,0.8167539267015707,1.8995726495726497
2017,Punjab,Patiala,Kharif,Maize,DHM-117,3.44,Rainfed,601.9,15.9,29.5,24.1,74.4,98,7.55,133.0,85.5,57.3,Loamy,32.7,5.83,5.6,0.581,3.05,2017,7,22,203,13.6,6.141836734693877,275.8,1.5555555555555556,0.4308270676691729
2025,Madhya Pradesh,Ujjain,Rabi,Maize,DHM-117,0.66,Irrigated,763.6,21.2,35.4,28.3,47.7,109,5.73,187.1,55.5,104.1,Silty Loam,42.0,3.84,2.4,0.675,4.03,2025,12,5,339,14.2,7.005504587155963,346.7,3.371171171171171,0.5563869588455371
2017,Rajasthan,Jodhpur,Kharif,Soybean,NRC-86,1.45,Drip Irrigated,513.1,23.6,39.3,30.7,71.3,97,7.57,64.9,33.8,88.2,Sandy Loam,49.1,1.65,4.3,0.541,0.97,2017,6,25,176,15.699999999999996,5.289690721649484,186.9,1.9201183431952666,1.3590138674884438
2022,Punjab,Amritsar,Kharif,Rice,BPT-5204,15.72,Irrigated,1265.8,18.9,31.9,24.7,93.4,113,6.39,128.6,34.4,96.5,Clay Loam,44.2,3.98,2.1,0.738,3.05,2022,7,15,196,13.0,11.201769911504424,259.5,3.738372093023256,0.750388802488336
2023,Karnataka,Belagavi,Kharif,Rice,Swarna,7.73,Drip Irrigated,1365.8,17.1,33.1,24.2,87.3,149,6.04,92.9,70.7,78.5,Clay,43.8,5.19,9.8,0.611,3.55,2023,6,10,161,16.0,9.166442953020134,242.10000000000002,1.314002828854314,0.8449946178686759
2024,Madhya Pradesh,Indore,Rabi,Wheat,GW-322,1.56,Drip Irrigated,262.5,17.5,32.8,25.7,64.0,149,6.74,66.1,29.6,86.4,Loamy,37.8,3.27,8.0,0.651,2.11,2024,11,1,306,15.299999999999997,1.761744966442953,182.1,2.233108108108108,1.3071104387291983
2017,Maharashtra,Nashik,Kharif,Soybean,NRC-86,1.77,Rainfed,799.1,18.2,36.0,26.7,81.5,114,6.61,145.8,35.1,61.4,Sandy Loam,37.5,1.58,3.0,0.652,1.07,2017,7,23,204,17.8,7.0096491228070175,242.3,4.153846153846154,0.4211248285322359
2023,Madhya Pradesh,Sagar,Kharif,Rice,Swarna,2.53,Irrigated,1025.4,20.4,36.1,27.7,82.3,128,6.92,101.2,25.5,52.9,Clay Loam,39.8,4.65,0.3,0.696,2.96,2023,6,6,157,15.700000000000003,8.0109375,179.6,3.9686274509803923,0.5227272727272727
2022,Maharashtra,Nagpur,Kharif,Rice,BPT-5204,5.79,Rainfed,1112.5,24.1,37.2,29.5,80.5,138,5.88,76.9,23.7,72.7,Clay,38.6,5.03,2.0,0.537,2.31,2022,6,14,165,13.100000000000001,8.06159420289855,173.3,3.2447257383966246,0.9453836150845253
2020,Punjab,Bathinda,Rabi,Wheat,HD-2967,19.34,Irrigated,751.3,12.8,26.2,21.0,62.9,134,7.08,45.4,70.4,94.1,Clay Loam,41.7,2.43,4.8,0.673,2.17,2020,10,22,296,13.399999999999999,5.606716417910447,209.9,0.6448863636363635,2.0726872246696035
2024,Rajasthan,Jaipur,Rabi,Maize,P-3396,6.76,Rainfed,593.6,18.8,31.4,25.9,61.7,99,5.56,220.0,23.7,44.5,Sandy Loam,34.4,5.32,2.8,0.817,3.99,2024,10,27,301,12.599999999999998,5.995959595959596,288.2,9.282700421940929,0.20227272727272727
2019,Karnataka,Belagavi,Kharif,Cotton,Bt-Cotton,0.56,Rainfed,872.1,21.1,39.1,29.5,64.3,151,6.28,125.1,60.9,72.1,Black,27.8,2.06,-9.1,0.528,1.2,2019,7,1,182,18.0,5.775496688741722,258.1,2.0541871921182264,0.5763389288569144
2022,Madhya Pradesh,Sagar,Rabi,Wheat,GW-322,1.14,Irrigated,496.2,8.2,25.7,15.6,59.0,142,6.52,112.2,33.5,66.0,Loamy,34.7,3.41,-4.4,0.77,2.07,2022,11,11,315,17.5,3.4943661971830986,211.7,3.3492537313432837,0.5882352941176471
2024,Gujarat,Surat,Kharif,Rice,BPT-5204,1.83,Drip Irrigated,1024.3,20.0,38.0,29.5,83.5,116,6.82,99.5,67.6,23.4,Clay Loam,38.7,6.04,3.1,0.669,3.38,2024,7,19,201,18.0,8.830172413793104,190.5,1.4718934911242605,0.23517587939698492
2020,Madhya Pradesh,Bhopal,Rabi,Groundnut,TG-37A,1.79,Irrigated,332.0,17.4,30.8,23.7,48.8,127,7.58,80.6,27.9,51.4,Loamy,35.8,2.77,3.3,0.738,1.3,2020,12,3,338,13.400000000000002,2.6141732283464565,159.9,2.888888888888889,0.6377171215880894
2023,Maharashtra,Kolhapur,Kharif,Soybean,JS-335,0.54,Irrigated,850.6,17.0,32.5,25.7,61.4,122,7.7,89.3,75.9,68.9,Sandy Loam,33.6,2.02,9.6,0.694,1.29,2023,7,12,193,15.5,6.972131147540984,234.1,1.1765480895915676,0.7715565509518478
2020,Maharashtra,Nashik,Kharif,Soybean,NRC-37,2.42,Irrigated,1011.5,14.2,31.4,23.1,67.1,119,6.96,102.6,28.3,58.6,Sandy Loam,38.3,1.51,1.3,0.726,1.3,2020,6,5,157,17.2,8.5,189.5,3.6254416961130738,0.571150097465887
2022,Madhya Pradesh,Jabalpur,Rabi,Wheat,HD-2967,5.44,Drip Irrigated,491.4,5.4,20.6,13.0,58.6,138,5.77,117.8,69.0,92.4,Clay Loam,38.3,2.5,1.3,0.465,1.3,2022,12,14,348,15.200000000000001,3.560869565217391,279.20000000000005,1.7072463768115942,0.7843803056027165
2023,Gujarat,Banaskantha,Kharif,Soybean,JS-335,16.72,Rainfed,859.8,18.6,31.9,24.8,70.9,102,5.34,138.7,40.9,11.5,Loamy,30.9,1.44,0.8,0.512,0.68,2023,7,22,203,13.299999999999997,8.429411764705883,191.1,3.39119804400978,0.08291276135544341
2022,Gujarat,Junagadh,Kharif,Cotton,Bunny-Bt,6.41,Irrigated,893.8,20.1,33.7,27.1,68.6,174,6.28,60.3,8.0,65.0,Black,46.8,2.11,-4.1,0.558,1.3,2022,7,1,182,13.600000000000001,5.136781609195402,133.3,7.5375,1.077943615257048
2022,Punjab,Patiala,Rabi,Wheat,GW-322,3.32,Irrigated,510.9,14.5,27.3,21.9,71.3,150,7.61,116.2,66.4,42.6,Loamy,23.7,3.52,7.9,0.523,2.49,2022,11,14,318,12.8,3.4059999999999997,225.20000000000002,1.75,0.3666092943201377
2018,Madhya Pradesh,Ujjain,Kharif,Soybean,NRC-86,0.92,Rainfed,922.3,16.1,31.2,23.1,68.4,104,6.24,25.0,65.2,57.1,Loamy,25.2,1.54,4.5,0.517,0.9,2018,7,24,205,15.099999999999998,8.868269230769231,147.3,0.3834355828220859,2.2840000000000003
2024,Karnataka,Mysuru,Rabi,Wheat,HD-3086,7.8,Drip Irrigated,435.1,19.7,37.7,27.5,77.4,137,6.38,73.7,79.3,81.9,Clay Loam,41.1,3.41,-8.7,0.645,1.53,2024,10,16,290,18.000000000000004,3.175912408759124,234.9,0.9293820933165197,1.1112618724559022
2020,Maharashtra,Kolhapur,Kharif,Maize,P-3396,2.61,Rainfed,392.7,17.0,27.8,22.0,81.3,98,6.45,56.3,18.8,56.4,Loamy,30.0,4.15,-5.4,0.397,1.49,2020,7,18,200,10.8,4.007142857142857,131.5,2.9946808510638294,1.0017761989342806
2018,Madhya Pradesh,Bhopal,Rabi,Wheat,GW-322,1.45,Rainfed,360.1,9.0,23.6,16.8,61.2,136,6.53,80.8,75.8,57.8,Clay Loam,24.6,3.71,15.7,0.594,2.5,2018,11,28,332,14.600000000000001,2.647794117647059,214.39999999999998,1.0659630606860158,0.7153465346534653
2018,Gujarat,Kheda,Rabi,Wheat,HD-2967,0.5,Irrigated,445.2,12.5,22.9,17.8,55.0,135,6.83,92.1,36.3,58.6,Clay Loam,40.9,3.62,-3.5,0.647,2.41,2018,11,11,315,10.399999999999999,3.2977777777777777,186.99999999999997,2.5371900826446283,0.6362649294245386
2021,Gujarat,Ahmedabad,Rabi,Maize,P-3396,20.37,Drip Irrigated,512.2,16.4,32.2,25.2,43.8,105,6.69,152.5,51.8,34.0,Silty Loam,32.1,3.46,-0.3,0.617,2.73,2021,10,27,300,15.800000000000004,4.878095238095239,238.3,2.9440154440154442,0.22295081967213115
2021,Karnataka,Kalaburagi,Rabi,Wheat,GW-322,0.85,Rainfed,180.0,10.3,28.0,19.1,78.8,132,7.16,110.0,89.1,63.4,Clay Loam,19.9,3.3,9.3,0.657,1.37,2021,12,6,340,17.7,1.3636363636363635,262.5,1.234567901234568,0.5763636363636363
2019,Karnataka,Mysuru,Kharif,Groundnut,GG-20,4.76,Drip Irrigated,658.5,14.5,28.1,22.3,72.2,135,6.66,137.0,47.8,81.2,Red Loam,34.4,2.58,7.2,0.799,2.07,2019,6,4,155,13.600000000000001,4.877777777777778,266.0,2.8661087866108788,0.5927007299270073
2025,Karnataka,Mandya,Rabi,Wheat,HD-3086,2.8,Drip Irrigated,417.3,11.0,25.4,19.2,61.1,135,6.06,51.4,57.3,58.8,Clay Loam,41.4,3.2,2.5,0.595,2.58,2025,11,17,321,14.399999999999999,3.091111111111111,167.5,0.8970331588132635,1.1439688715953307
2019,Maharashtra,Jalgaon,Rabi,Groundnut,Kadiri-6,0.9,Rainfed,1221.4,15.0,27.5,22.1,52.5,106,6.35,71.6,80.9,103.4,Red Loam,31.1,2.89,5.2,0.873,0.91,2019,12,12,346,12.5,11.522641509433964,255.9,0.8850432632880098,1.4441340782122907
2019,Rajasthan,Jaipur,Kharif,Rice,BPT-5204,12.16,Irrigated,1246.0,21.2,37.3,28.8,98.0,145,6.49,115.8,34.6,32.6,Clay,48.4,5.24,12.1,0.65,2.78,2019,7,12,193,16.099999999999998,8.593103448275862,183.0,3.3468208092485545,0.2815198618307427
2025,Karnataka,Mandya,Kharif,Soybean,NRC-37,12.89,Irrigated,944.1,22.5,38.6,28.8,51.9,98,7.15,77.3,51.4,50.7,Sandy Loam,43.3,1.96,4.7,0.629,1.17,2025,6,7,158,16.1,9.633673469387755,179.39999999999998,1.5038910505836576,0.6558861578266495
2021,Punjab,Bathinda,Kharif,Rice,BPT-5204,0.77,Rainfed,1271.7,21.5,36.6,27.2,55.7,132,5.97,174.7,32.3,86.8,Clay Loam,36.2,3.48,-14.3,0.71,2.06,2021,6,5,156,15.100000000000001,9.63409090909091,293.8,5.408668730650155,0.4968517458500286
2024,Maharashtra,Nashik,Kharif,Rice,Pusa-44,2.99,Irrigated,1421.7,19.1,33.1,24.6,72.0,124,6.55,149.1,27.2,26.5,Clay Loam,50.8,5.78,11.3,0.599,3.12,2024,6,23,175,14.0,11.46532258064516,202.79999999999998,5.481617647058823,0.17773306505700873
2018,Gujarat,Surat,Kharif,Rice,Pusa-44,2.73,Rainfed,1077.7,20.3,39.8,29.4,80.2,128,6.44,96.5,48.3,11.7,Clay Loam,37.3,3.94,6.1,0.471,2.71,2018,6,13,164,19.499999999999996,8.41953125,156.5,1.997929606625259,0.12124352331606217
2023,Karnataka,Dharwad,Kharif,Rice,Swarna,2.3,Drip Irrigated,1202.0,16.7,33.7,25.9,85.4,138,5.26,149.1,55.0,92.3,Clay,45.6,3.91,14.0,0.719,3.45,2023,7,16,197,17.000000000000004,8.710144927536232,296.4,2.710909090909091,0.6190476190476191
2025,Maharashtra,Nagpur,Kharif,Rice,Swarna,3.64,Rainfed,1332.0,20.1,34.3,25.9,75.1,132,7.88,95.5,62.7,8.0,Clay,20.5,3.42,-2.0,0.586,1.23,2025,7,9,190,14.199999999999996,10.090909090909092,166.2,1.5231259968102073,0.08376963350785341
2024,Punjab,Amritsar,Kharif,Cotton,RCH-2,4.68,Rainfed,783.0,15.4,34.0,24.8,59.7,180,6.99,59.7,49.7,58.6,Alluvial,32.4,1.65,5.0,0.658,1.38,2024,7,15,197,18.6,4.35,168.0,1.2012072434607646,0.981574539363484
2025,Madhya Pradesh,Ujjain,Kharif,Rice,BPT-5204,21.74,Rainfed,1201.1,15.1,31.6,24.3,73.0,120,7.04,36.0,94.6,53.2,Silty Loam,32.5,3.6,1.8,0.679,2.52,2025,7,24,205,16.5,10.009166666666665,183.8,0.3805496828752643,1.4777777777777779
2018,Punjab,Jalandhar,Rabi,Groundnut,GG-20,12.64,Irrigated,537.0,17.2,31.6,22.8,38.7,109,6.7,109.9,28.6,62.2,Sandy Loam,33.8,3.41,8.5,0.757,1.55,2018,12,14,348,14.400000000000002,4.926605504587156,200.7,3.8426573426573425,0.5659690627843494
2021,Maharashtra,Nagpur,Rabi,Maize,HQPM-1,2.47,Rainfed,821.0,17.6,31.9,23.8,74.6,110,6.65,147.3,89.1,77.6,Silty Loam,37.7,5.23,3.8,0.454,2.71,2021,11,14,318,14.299999999999997,7.463636363636364,314.0,1.6531986531986533,0.5268160217243719
2017,Karnataka,Dharwad,Rabi,Maize,HQPM-1,3.15,Rainfed,652.2,12.9,28.2,21.7,63.5,122,5.93,62.7,58.7,76.3,Loamy,27.0,5.36,6.7,0.667,3.23,2017,10,19,292,15.299999999999999,5.345901639344262,197.7,1.0681431005110733,1.2169059011164274
2020,Madhya Pradesh,Indore,Kharif,Soybean,NRC-86,20.27,Rainfed,769.6,18.6,30.9,24.6,62.5,115,7.12,111.4,65.2,49.1,Loamy,37.0,1.52,3.5,0.698,1.21,2020,6,10,162,12.299999999999997,6.6921739130434785,225.70000000000002,1.7085889570552146,0.440754039497307
2021,Maharashtra,Kolhapur,Kharif,Maize,P-3396,4.02,Irrigated,578.0,14.3,28.1,20.8,61.9,126,6.61,111.4,31.8,9.9,Sandy Loam,42.2,5.2,3.4,0.565,3.22,2021,6,12,163,13.8,4.587301587301587,153.10000000000002,3.50314465408805,0.08886894075403949
2025,Rajasthan,Udaipur,Kharif,Soybean,NRC-86,3.69,Rainfed,1149.7,18.6,30.4,25.0,62.8,118,5.62,93.2,30.4,72.4,Loamy,29.3,1.53,-1.3,0.544,0.61,2025,7,4,185,11.799999999999997,9.74322033898305,196.0,3.0657894736842106,0.776824034334764
2017,Punjab,Bathinda,Kharif,Rice,Swarna,3.25,Irrigated,818.5,25.2,39.9,30.4,65.4,117,6.86,135.7,86.6,65.4,Clay Loam,57.3,3.66,-0.4,0.782,2.46,2017,7,6,187,14.7,6.995726495726496,287.7,1.5669745958429562,0.4819454679439942
2024,Karnataka,Mysuru,Rabi,Wheat,GW-322,1.36,Drip Irrigated,617.8,11.3,27.6,19.0,56.2,143,7.4,70.4,65.1,98.9,Clay Loam,52.1,3.72,10.6,0.645,2.36,2024,12,8,343,16.3,4.32027972027972,234.4,1.0814132104454688,1.4048295454545454
2024,Gujarat,Kheda,Kharif,Cotton,RCH-2,2.89,Irrigated,704.7,23.0,37.7,29.2,57.3,170,6.93,105.2,47.6,42.8,Black,40.3,2.46,9.3,0.615,1.66,2024,7,12,194,14.700000000000003,4.145294117647059,195.60000000000002,2.2100840336134455,0.4068441064638783
2024,Maharashtra,Nashik,Kharif,Soybean,JS-335,0.74,Rainfed,854.3,11.4,27.2,20.0,69.5,99,6.76,85.0,45.2,67.4,Black,38.0,2.21,6.6,0.486,1.08,2024,7,27,209,15.799999999999999,8.629292929292928,197.6,1.8805309734513274,0.7929411764705883
2019,Karnataka,Kalaburagi,Kharif,Soybean,NRC-37,4.01,Irrigated,720.1,28.0,43.3,33.3,59.7,102,7.19,137.2,47.9,48.4,Black,35.0,1.7,12.4,0.576,1.07,2019,7,2,183,15.299999999999997,7.059803921568627,233.5,2.8643006263048014,0.35276967930029157
2017,Punjab,Bathinda,Kharif,Cotton,RCH-2,0.68,Irrigated,672.7,22.8,37.4,28.6,59.1,190,6.9,137.5,47.7,71.1,Sandy Loam,31.6,2.98,-0.6,0.57,1.7,2017,6,7,158,14.599999999999998,3.540526315789474,256.29999999999995,2.882599580712788,0.517090909090909
2023,Madhya Pradesh,Ujjain,Kharif,Cotton,Bunny-Bt,0.9,Rainfed,782.2,20.9,34.4,26.5,54.5,157,7.2,59.4,56.4,50.2,Alluvial,35.8,1.9,1.7,0.498,1.07,2023,7,4,185,13.5,4.982165605095542,166.0,1.053191489361702,0.8451178451178452
2023,Gujarat,Kheda,Rabi,Wheat,HD-2967,1.45,Irrigated,432.2,17.2,32.8,23.8,45.2,125,6.47,107.3,68.8,98.4,Loamy,34.2,3.94,9.3,0.869,3.26,2023,10,22,295,15.599999999999998,3.4576,274.5,1.559593023255814,0.9170549860205034
2017,Rajasthan,Kota,Kharif,Maize,DHM-117,3.46,Rainfed,763.4,14.0,31.6,22.9,58.7,101,6.25,118.6,29.6,36.4,Loamy,29.7,4.15,8.5,0.676,3.5,2017,7,25,206,17.6,7.558415841584158,184.6,4.006756756756756,0.3069139966273187
2018,Rajasthan,Jodhpur,Rabi,Groundnut,TG-37A,1.18,Irrigated,797.8,18.5,36.6,27.2,67.4,108,7.37,100.4,47.5,37.4,Sandy Loam,32.2,1.95,-0.9,0.875,1.66,2018,11,26,330,18.1,7.387037037037037,185.3,2.113684210526316,0.3725099601593625
2021,Punjab,Patiala,Kharif,Groundnut,TG-37A,3.74,Rainfed,528.0,16.2,31.9,23.5,47.4,122,5.87,124.2,79.6,89.8,Loamy,19.2,2.19,7.8,0.571,1.4,2021,7,27,208,15.7,4.327868852459017,293.6,1.5603015075376885,0.7230273752012882
2022,Madhya Pradesh,Ujjain,Rabi,Wheat,HD-3086,1.56,Rainfed,658.9,14.5,29.8,21.5,56.6,117,6.9,87.3,61.5,37.4,Loamy,26.9,3.62,-12.9,0.593,2.07,2022,12,6,340,15.3,5.631623931623931,186.20000000000002,1.4195121951219511,0.4284077892325315
2025,Punjab,Jalandhar,Rabi,Wheat,GW-322,4.59,Rainfed,641.7,20.5,31.8,25.8,56.8,131,6.4,147.7,89.8,71.4,Loamy,32.4,3.11,0.7,0.491,2.26,2025,11,3,307,11.3,4.898473282442748,308.9,1.6447661469933184,0.48341232227488157
2017,Maharashtra,Jalgaon,Rabi,Wheat,HD-2967,1.53,Irrigated,514.9,8.7,23.1,18.1,54.3,138,7.25,146.3,38.3,28.9,Clay Loam,41.1,3.87,10.9,0.719,2.93,2017,11,27,331,14.400000000000002,3.731159420289855,213.50000000000003,3.8198433420365543,0.19753930280246068
2018,Karnataka,Kalaburagi,Rabi,Groundnut,Kadiri-6,0.64,Rainfed,738.6,18.0,33.0,23.5,45.7,131,6.43,126.8,65.9,47.8,Red Loam,42.9,2.59,3.3,0.647,1.64,2018,11,11,315,15.0,5.638167938931298,240.5,1.9241274658573595,0.37697160883280756
2020,Gujarat,Junagadh,Kharif,Rice,BPT-5204,0.53,Irrigated,1602.2,21.5,34.2,27.4,80.4,147,6.41,44.1,50.5,92.5,Clay,36.5,3.35,-2.0,0.881,2.69,2020,6,26,178,12.700000000000003,10.899319727891157,187.1,0.8732673267326733,2.0975056689342404
2024,Karnataka,Belagavi,Rabi,Maize,P-3396,0.57,Rainfed,787.0,15.1,28.2,21.7,74.0,97,6.94,130.4,52.9,72.1,Sandy Loam,24.0,4.21,12.9,0.592,3.93,2024,11,7,312,13.1,8.11340206185567,255.4,2.4650283553875236,0.5529141104294478
2018,Madhya Pradesh,Jabalpur,Kharif,Cotton,Bunny-Bt,0.62,Rainfed,759.1,19.8,32.4,26.8,56.7,153,7.13,89.1,47.6,12.9,Alluvial,31.4,1.61,9.3,0.62,1.47,2018,7,13,194,12.599999999999998,4.961437908496732,149.6,1.871848739495798,0.1447811447811448
2019,Madhya Pradesh,Bhopal,Kharif,Cotton,RCH-2,6.43,Rainfed,944.7,20.7,33.3,26.9,58.4,178,6.84,147.4,77.3,38.2,Alluvial,37.4,1.63,4.3,0.636,1.26,2019,6,15,166,12.599999999999998,5.307303370786517,262.9,1.906856403622251,0.2591587516960651
2021,Madhya Pradesh,Indore,Kharif,Rice,BPT-5204,7.61,Rainfed,893.0,21.9,36.8,28.9,88.4,111,5.43,187.1,60.0,19.5,Clay Loam,26.6,5.18,2.5,0.635,3.33,2021,7,8,189,14.899999999999999,8.045045045045045,266.6,3.118333333333333,0.1042223409941208
2023,Punjab,Bathinda,Rabi,Wheat,GW-322,1.08,Rainfed,251.2,14.8,32.2,24.0,47.6,150,7.44,100.8,42.7,32.0,Loamy,31.0,3.12,-3.6,0.717,1.87,2023,10,19,292,17.400000000000002,1.6746666666666665,175.5,2.360655737704918,0.31746031746031744
2022,Madhya Pradesh,Jabalpur,Kharif,Rice,Pusa-44,15.93,Rainfed,1077.4,23.7,37.0,30.2,77.1,123,7.5,54.8,51.5,115.6,Clay,35.0,4.75,2.1,0.646,2.19,2022,7,24,205,13.3,8.759349593495935,221.89999999999998,1.0640776699029126,2.1094890510948905
2019,Madhya Pradesh,Sagar,Kharif,Rice,Swarna,8.73,Irrigated,1040.8,21.0,36.3,26.2,73.1,142,6.33,103.3,54.3,72.6,Clay Loam,47.8,3.52,3.5,0.691,3.02,2019,6,4,155,15.299999999999997,7.329577464788732,230.2,1.9023941068139965,0.7028073572120038
2017,Karnataka,Kalaburagi,Kharif,Groundnut,GG-20,17.96,Irrigated,254.2,19.3,37.0,27.9,55.9,131,7.16,56.6,35.9,53.3,Red Loam,40.7,2.25,-15.7,0.557,0.75,2017,7,25,206,17.7,1.9404580152671755,145.8,1.5766016713091924,0.9416961130742049
2019,Karnataka,Kalaburagi,Kharif,Groundnut,GG-20,13.29,Rainfed,718.5,20.2,38.6,29.2,46.3,123,7.25,88.0,78.1,56.9,Sandy Loam,18.5,2.29,9.1,0.555,1.2,2019,7,10,191,18.400000000000002,5.841463414634147,223.0,1.1267605633802817,0.6465909090909091
2021,Maharashtra,Nashik,Kharif,Soybean,NRC-86,13.63,Drip Irrigated,990.0,15.7,33.0,24.8,60.9,102,6.55,82.6,41.5,17.0,Loamy,51.2,1.82,8.5,0.643,1.21,2021,6,21,172,17.3,9.705882352941176,141.1,1.9903614457831325,0.20581113801452786
2024,Madhya Pradesh,Indore,Kharif,Groundnut,TG-37A,8.15,Irrigated,379.1,17.6,31.0,24.9,49.0,122,7.59,99.8,67.9,85.2,Red Loam,44.4,1.89,13.7,0.77,1.63,2024,6,17,169,13.399999999999999,3.107377049180328,252.89999999999998,1.4698085419734903,0.8537074148296594
2019,Maharashtra,Nashik,Rabi,Wheat,GW-322,1.89,Irrigated,180.0,12.8,27.6,18.9,55.7,115,7.2,120.3,64.0,88.7,Clay Loam,54.3,2.36,-5.5,0.707,1.51,2019,11,1,305,14.8,1.565217391304348,273.0,1.8796875,0.7373233582709893
2017,Madhya Pradesh,Ujjain,Kharif,Cotton,Bt-Cotton,9.63,Irrigated,697.6,23.9,38.7,32.3,54.8,161,7.02,101.2,53.5,30.2,Alluvial,31.1,3.03,7.3,0.774,1.69,2017,7,24,205,14.800000000000004,4.3329192546583855,184.89999999999998,1.891588785046729,0.2984189723320158
2025,Gujarat,Ahmedabad,Rabi,Wheat,HD-2967,5.2,Drip Irrigated,624.6,14.7,29.6,20.1,62.8,141,5.58,96.1,47.6,50.8,Clay Loam,30.5,2.5,7.3,0.724,1.99,2025,11,7,311,14.900000000000002,4.4297872340425535,194.5,2.01890756302521,0.5286160249739854
2019,Gujarat,Kheda,Rabi,Wheat,HD-2967,1.53,Drip Irrigated,450.8,16.9,30.5,22.3,43.6,131,5.59,126.2,33.6,51.0,Loamy,35.0,4.18,1.3,0.545,2.13,2019,11,19,323,13.600000000000001,3.4412213740458015,210.8,3.755952380952381,0.4041204437400951
2017,Rajasthan,Bikaner,Kharif,Soybean,NRC-86,1.13,Drip Irrigated,938.2,16.4,33.7,24.3,55.5,101,6.56,94.6,88.6,61.3,Sandy Loam,39.6,1.44,1.2,0.623,1.25,2017,6,14,165,17.300000000000004,9.28910891089109,244.5,1.0677200902934538,0.6479915433403806
